"id","name","code","department_id","description"
"1016","Calima","76126","31","Calima - Valle del Cauca"
"1017","Candelaria","76130","31","Candelaria - Valle del Cauca"
"1018","Cartago","76147","31","Cartago - Valle del Cauca"
"1019","Dagua","76233","31","Dagua - Valle del Cauca"
"1020","El Águila ","76243","31","El Águila - Valle del Cauca"
"1021","El Cairo ","76246","31","El Cairo - Valle del Cauca"
"1022","El Cerrito ","76248","31","El Cerrito - Valle del Cauca"
"1023","El Dovio ","76250","31","El Dovio - Valle del Cauca"
"1024","Florida","76275","31","Florida - Valle del Cauca"
"1025","Ginebra","76306","31","Ginebra - Valle del Cauca"
"1026","Guacarí","76318","31","Guacarí - Valle del Cauca"
"1027","Jamundí","76364","31","Jamundí - Valle del Cauca"
"1028","La Cumbre ","76377","31","La Cumbre - Valle del Cauca"
"1029","La Unión ","76400","31","La Unión - Valle del Cauca"
"1030","La Victoria ","76403","31","La Victoria - Valle del Cauca"
"1031","Obando","76497","31","Obando - Valle del Cauca"
"1032","Palmira","76520","31","Palmira - Valle del Cauca"
"1033","Pradera","76563","31","Pradera - Valle del Cauca"
"1034","Restrepo","76606","31","Restrepo - Valle del Cauca"
"1035","Riofrío","76616","31","Riofrío - Valle del Cauca"
"1036","Roldanillo","76622","31","Roldanillo - Valle del Cauca"
"1037","San Pedro ","76670","31","San Pedro - Valle del Cauca"
"1038","Sevilla","76736","31","Sevilla - Valle del Cauca"
"1039","Toro","76823","31","Toro - Valle del Cauca"
"1040","Trujillo","76828","31","Trujillo - Valle del Cauca"
"1041","Tuluá","76834","31","Tuluá - Valle del Cauca"
"1042","Ulloa","76845","31","Ulloa - Valle del Cauca"
"1043","Versalles","76863","31","Versalles - Valle del Cauca"
"1044","Vijes","76869","31","Vijes - Valle del Cauca"
"1045","Yotoco","76890","31","Yotoco - Valle del Cauca"
"1046","Yumbo","76892","31","Yumbo - Valle del Cauca"
"1047","Zarzal","76895","31","Zarzal - Valle del Cauca"
"1048","Arauca","81001","3","Arauca - Arauca"
"1049","Arauquita","81065","3","Arauquita - Arauca"
"1050","Cravo Norte ","81220","3","Cravo Norte - Arauca"
"1051","Fortul","81300","3","Fortul - Arauca"
"1052","Puerto Rondón ","81591","3","Puerto Rondón - Arauca"
"1053","Saravena","81736","3","Saravena - Arauca"
"1054","Tame","81794","3","Tame - Arauca"
"1055","Yopal","85001","10","Yopal - Casanare"
"1056","Aguazul","85010","10","Aguazul - Casanare"
"1057","Chámeza","85015","10","Chámeza - Casanare"
"1058","Hato Corozal ","85125","10","Hato Corozal - Casanare"
"1059","La Salina ","85136","10","La Salina - Casanare"
"1060","Maní","85139","10","Maní - Casanare"
"1061","Monterrey","85162","10","Monterrey - Casanare"
"1062","Nunchía","85225","10","Nunchía - Casanare"
"1063","Orocué","85230","10","Orocué - Casanare"
"1064","Paz De Ariporo","85250","10","Paz De Ariporo - Casanare"
"1065","Pore","85263","10","Pore - Casanare"
"1066","Recetor","85279","10","Recetor - Casanare"
"1067","Sabanalarga","85300","10","Sabanalarga - Casanare"
"1068","Sácama","85315","10","Sácama - Casanare"
"1069","San Luis De Palenque","85325","10","San Luis De Palenque - Casanare"
"1070","Támara","85400","10","Támara - Casanare"
"1071","Tauramena","85410","10","Tauramena - Casanare"
"1072","Trinidad","85430","10","Trinidad - Casanare"
"1073","Villanueva","85440","10","Villanueva - Casanare"
"1074","Mocoa","86001","24","Mocoa - Putumayo"
"1075","Colón","86219","24","Colón - Putumayo"
"1076","Orito","86320","24","Orito - Putumayo"
"1077","Puerto Asís ","86568","24","Puerto Asís - Putumayo"
"1078","Puerto Caicedo ","86569","24","Puerto Caicedo - Putumayo"
"1079","Puerto Guzmán ","86571","24","Puerto Guzmán - Putumayo"
"1080","Puerto Leguízamo ","86573","24","Puerto Leguízamo - Putumayo"
"1081","Sibundoy","86749","24","Sibundoy - Putumayo"
"1082","San Francisco ","86755","24","San Francisco - Putumayo"
"1083","San Miguel ","86757","24","San Miguel - Putumayo"
"1084","Santiago","86760","24","Santiago - Putumayo"
"1085","Valle Del Guamuez","86865","24","Valle Del Guamuez - Putumayo"
"1086","Villagarzón","86885","24","Villagarzón - Putumayo"
"1087","San Andrés ","88001","27","San Andrés - San Andrés y Providencia"
"1088","Providencia","88564","27","Providencia - San Andrés y Providencia"
"1089","Leticia","91001","1","Leticia - Amazonas"
"1090","El Encanto ","91263","1","El Encanto - Amazonas"
"1091","La Chorrera ","91405","1","La Chorrera - Amazonas"
"1092","La Pedrera ","91407","1","La Pedrera - Amazonas"
"1093","La Victoria ","91430","1","La Victoria - Amazonas"
"1094","Mirití - Paraná","91460","1","Mirití - Paraná - Amazonas"
"1095","Puerto Alegría ","91530","1","Puerto Alegría - Amazonas"
"1096","Puerto Arica ","91536","1","Puerto Arica - Amazonas"
"1097","Puerto Nariño ","91540","1","Puerto Nariño - Amazonas"
"1098","Puerto Santander ","91669","1","Puerto Santander - Amazonas"
"1099","Tarapacá","91798","1","Tarapacá - Amazonas"
"1100","Inírida","94001","16","Inírida - Guainía"
"1101","Barranco Minas ","94343","16","Barranco Minas - Guainía"
"1102","Mapiripana","94663","16","Mapiripana - Guainía"
"1103","San Felipe ","94883","16","San Felipe - Guainía"
"1104","Puerto Colombia ","94884","16","Puerto Colombia - Guainía"
"1105","La Guadalupe ","94885","16","La Guadalupe - Guainía"
"1106","Cacahual","94886","16","Cacahual - Guainía"
"1107","Pana Pana ","94887","16","Pana Pana - Guainía"
"1108","Morichal","94888","16","Morichal - Guainía"
"1109","San José Del Guaviare","95001","17","San José Del Guaviare - Guaviare"
"1110","Calamar","95015","17","Calamar - Guaviare"
"1111","El Retorno ","95025","17","El Retorno - Guaviare"
"1112","Miraflores","95200","17","Miraflores - Guaviare"
"1113","Mitú","97001","32","Mitú - Vaupés"
"1114","Carurú","97161","32","Carurú - Vaupés"
"1115","Pacoa","97511","32","Pacoa - Vaupés"
"1116","Taraira","97666","32","Taraira - Vaupés"
"1117","Papunahua","97777","32","Papunahua - Vaupés"
"1118","Yavaraté","97889","32","Yavaraté - Vaupés"
"1119","Puerto Carreño ","99001","33","Puerto Carreño - Vichada"
"1120","La Primavera ","99524","33","La Primavera - Vichada"
"1121","Santa Rosalía ","99624","33","Santa Rosalía - Vichada"
"1122","Cumaribo","99773","33","Cumaribo - Vichada"
